Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,goal_time_h,goal_time_a,finished,red_cards_h,red_cards_a,BbAv>2.5,PSCH,PSCD,PSCA
I1,10/02/18,Spal,Milan,0,4,,"2,65,73,90",92,,,1.99,4.93,3.41,1.89
I1,11/02/18,Chievo,Genoa,0,1,,91,93,,,2.37,3.15,3.02,2.65
I1,11/02/18,Inter,Bologna,2,1,"2,63",25,99,,"68,94",1.88,1.51,4.21,7.9
I1,11/02/18,Roma,Benevento,5,2,"26,59,62,75,91","7,76",93,,,1.35,1.19,7.6,18
I1,11/02/18,Sampdoria,Verona,2,0,"50,85",,94,,,1.5,1.5,4.47,7.44
I1,11/02/18,Sassuolo,Cagliari,0,0,,,93,,,2.04,2.03,3.41,4.18
I1,11/02/18,Torino,Udinese,2,0,"32,66",,95,,,1.9,1.77,3.77,5.14
I1,17/02/18,Chievo,Cagliari,2,1,"74,76",81,93,,,2.24,2.16,3.05,4.26
I1,17/02/18,Genoa,Inter,2,0,"45,59",,94,,,2.39,3.5,3.18,2.36
I1,17/02/18,Udinese,Roma,0,2,,"70,9",93,,,1.8,5.12,3.76,1.78
I1,18/02/18,Atalanta,Fiorentina,1,1,46,16,92,,84,2.02,2.42,3.32,3.22
I1,18/02/18,Benevento,Crotone,3,2,"37,65,89","11,73",94,,,2.15,2.37,3.27,3.37
I1,18/02/18,Bologna,Sassuolo,2,1,"12,88",38,95,,86,2.15,2.61,3.2,3.04
I1,18/02/18,Milan,Sampdoria,1,0,13,,93,,,1.68,1.69,3.96,5.5
I1,18/02/18,Napoli,Spal,1,0,6,,95,,,1.4,1.14,9,28.75
I1,18/02/18,Torino,Juventus,0,1,,33,94,,,2.07,5.15,3.58,1.81
I1,19/02/18,Lazio,Verona,2,0,"55,6",,94,,,1.34,1.18,7.9,19.25
I1,24/02/18,Bologna,Genoa,2,0,"49,72",,94,,,2.42,2.92,2.84,3.02
I1,24/02/18,Inter,Benevento,2,0,"66,69",,93,,81,1.49,1.26,6.3,14.11
I1,25/02/18,Crotone,Spal,2,3,"49,86","37,51,60",94,,,2.33,2.32,3.1,3.68
I1,25/02/18,Fiorentina,Chievo,1,0,6,,95,,,1.75,1.49,4.44,7.8
I1,25/02/18,Roma,Milan,0,2,,"48,74",94,,,1.84,2.04,3.43,4.1
I1,25/02/18,Sampdoria,Udinese,2,1,"35,83",94,97,,,1.9,2.11,3.5,3.76
I1,25/02/18,Sassuolo,Lazio,0,3,,"7,31,46",93,54,62,1.74,4.53,3.59,1.9
I1,25/02/18,Verona,Torino,2,1,"12,77",49,93,,,1.72,6.51,4.22,1.57
I1,26/02/18,Cagliari,Napoli,0,5,,"29,42,61,72,90",91,,,1.67,13.8,5.1,1.32
I1,03/03/18,Lazio,Juventus,0,1,,92,95,,,2.15,3.26,3.24,2.44
I1,03/03/18,Napoli,Roma,2,4,"6,91","7,26,73,79",93,,,1.69,1.64,3.94,6.15
I1,03/03/18,Spal,Bologna,1,0,48,,93,92,10,2.28,2.54,3.13,3.2
I1,09/03/18,Roma,Torino,3,0,"56,73,92",,94,,,1.64,1.56,4.47,6.34
I1,10/03/18,Verona,Chievo,1,0,52,,94,,,2.05,4.1,3.39,2.05
I1,11/03/18,Bologna,Atalanta,0,1,83,,93,,,2.09,4.67,3.64,1.86
I1,11/03/18,Cagliari,Lazio,2,2,"25,74","35,94",96,,,1.78,6.69,4.45,1.53
I1,11/03/18,Crotone,Sampdoria,4,1,"6,23,36,85",69,94,,,2.03,2.75,3.36,2.74
I1,11/03/18,Fiorentina,Benevento,1,0,25,,94,,,1.6,1.43,4.76,8.6
I1,11/03/18,Genoa,Milan,0,1,,93,94,,,2.39,3.64,3.22,2.28
I1,11/03/18,Inter,Napoli,0,0,,,93,,,1.98,4.28,3.62,1.94
